support,itemsets,length
0.8049276952758554,"frozenset({'M:Undetermined', 'W:-9.0'})",2
0.6629732552170912,"frozenset({'M:Undetermined', 'X:normal'})",2
0.9627590845531622,"frozenset({'O:No', 'N:No'})",2
0.5689151636370072,"frozenset({'P:Weekday', 'N:No'})",2
0.39956103863921977,"frozenset({'P:Weekend', 'N:No'})",2
0.5513744092606687,"frozenset({'Q:Day', 'N:No'})",2
0.4166061914791936,"frozenset({'Q:Night', 'N:No'})",2
0.8965254792289856,"frozenset({'R:No', 'N:No'})",2
0.41260597907853513,"frozenset({'S:Driver', 'N:No'})",2
0.6587252420482503,"frozenset({'T:Male', 'N:No'})",2
0.5215498168044321,"frozenset({'V:Day', 'N:No'})",2
0.3926049170752429,"frozenset({'N:No', 'V:Night'})",2
0.950262845814822,"frozenset({'N:No', 'W:-9.0'})",2
0.8057064976901428,"frozenset({'N:No', 'X:normal'})",2
0.5861019169159425,"frozenset({'P:Weekday', 'O:No'})",2
0.40773846398923835,"frozenset({'P:Weekend', 'O:No'})",2
0.5663486556808326,"frozenset({'Q:Day', 'O:No'})",2
0.42694302352337293,"frozenset({'Q:Night', 'O:No'})",2
0.9199603518770908,"frozenset({'R:No', 'O:No'})",2
0.42313751172628633,"frozenset({'S:Driver', 'O:No'})",2
0.6748499920349753,"frozenset({'T:Male', 'O:No'})",2
0.5356213604262173,"frozenset({'V:Day', 'O:No'})",2
0.4022514469794856,"frozenset({'O:No', 'V:Night'})",2
0.9754677239499443,"frozenset({'O:No', 'W:-9.0'})",2
0.8256544595288245,"frozenset({'O:No', 'X:normal'})",2
0.395631626458042,"frozenset({'P:Weekday', 'Q:Day'})",2
0.5421880807830505,"frozenset({'P:Weekday', 'R:No'})",2
0.38846310423562314,"frozenset({'T:Male', 'P:Weekday'})",2
0.3732764571570172,"frozenset({'V:Day', 'P:Weekday'})",2
0.5776058905782608,"frozenset({'P:Weekday', 'W:-9.0'})",2
0.49676973998619395,"frozenset({'P:Weekday', 'X:normal'})",2
0.38343628865249485,"frozenset({'R:No', 'P:Weekend'})",2
0.4031541497778643,"frozenset({'P:Weekend', 'W:-9.0'})",2
0.3335221339186151,"frozenset({'P:Weekend', 'X:normal'})",2
0.5260987309060658,"frozenset({'Q:Day', 'R:No'})",2
0.36092181885763847,"frozenset({'T:Male', 'Q:Day'})",2
0.5388427704125883,"frozenset({'V:Day', 'Q:Day'})",2
0.5579057295077615,"frozenset({'Q:Day', 'W:-9.0'})",2
0.4736003681611413,"frozenset({'Q:Day', 'X:normal'})",2
0.39897693682850416,"frozenset({'Q:Night', 'R:No'})",2
0.3175743844805919,"frozenset({'T:Male', 'Q:Night'})",2
0.40494185531975146,"frozenset({'Q:Night', 'V:Night'})",2
0.42230560914738835,"frozenset({'Q:Night', 'W:-9.0'})",2
0.35624900437191354,"frozenset({'Q:Night', 'X:normal'})",2
0.42023470272757846,"frozenset({'S:Driver', 'R:No'})",2
0.6675575694284652,"frozenset({'T:Male', 'R:No'})",2
0.5260987309060658,"frozenset({'V:Day', 'R:No'})",2
0.39897693682850416,"frozenset({'R:No', 'V:Night'})",2
0.9070570118767368,"frozenset({'R:No', 'W:-9.0'})",2
0.7664123758783652,"frozenset({'R:No', 'X:normal'})",2
0.3206364939731313,"frozenset({'T:Male', 'S:Driver'})",2
0.4164822910951024,"frozenset({'S:Driver', 'W:-9.0'})",2
0.3622493229729012,"frozenset({'S:Driver', 'X:normal'})",2
0.36092181885763847,"frozenset({'T:Male', 'V:Day'})",2
0.3175743844805919,"frozenset({'T:Male', 'V:Night'})",2
0.6647432607041082,"frozenset({'T:Male', 'W:-9.0'})",2
0.577110289041896,"frozenset({'T:Male', 'X:normal'})",2
0.527160734198276,"frozenset({'V:Day', 'W:-9.0'})",2
0.4457935819601041,"frozenset({'V:Day', 'X:normal'})",2
0.3976140326035011,"frozenset({'V:Night', 'W:-9.0'})",2
0.3337345345770572,"frozenset({'X:normal', 'V:Night'})",2
0.8139724233145123,"frozenset({'X:normal', 'W:-9.0'})",2
