Crash ID,Crash Type,Accident Type Dimension Index
20244041,Single,490
20247043,Single,491
20246026,Single,492
20243021,Multiple,493
20245140,Single,494
20242155,Multiple,495
20242032,Single,496
20241285,Multiple,497
20245011,Single,498
20244066,Single,499
20242064,Multiple,500
20242164,Single,501
20244035,Single,502
20242252,Multiple,503
20243018,Single,504
20242086,Multiple,505
20243217,Multiple,506
20243251,Multiple,507
20243058,Single,508
20245053,Single,509
20247038,Single,510
20244046,Single,511
20245014,Single,512
20243085,Single,513
20244039,Single,514
20243240,Single,515
20247049,Multiple,516
20247017,Multiple,517
20246002,Multiple,518
20242099,Multiple,519
20247036,Single,520
20241176,Multiple,521
20243063,Single,522
20247022,Multiple,523
20241086,Single,524
20241224,Single,525
20241265,Multiple,526
20241202,Single,527
20245052,Single,528
20245064,Single,529
20246023,Multiple,530
20241293,Multiple,531
20241299,Multiple,532
20244078,Single,533
20243164,Multiple,534
20242201,Single,535
20245117,Single,536
20241307,Single,537
20242074,Multiple,538
20241243,Multiple,539
20247034,Single,540
20241260,Single,541
20243004,Single,542
20246014,Multiple,543
20242024,Multiple,544
20245105,Single,545
20243169,Single,546
20243081,Multiple,547
20242169,Single,548
20242119,Single,549
20241110,Single,550
20241082,Multiple,551
20242062,Single,552
20245132,Multiple,553
20241159,Single,554
20246022,Multiple,555
20241229,Single,556
20245062,Single,557
20242026,Single,558
20247009,Single,559
20242268,Single,560
20242238,Single,561
20242122,Multiple,562
20241046,Single,563
20243192,Multiple,564
20241032,Multiple,565
20241031,Multiple,566
20243254,Single,567
20243133,Single,568
20241203,Single,569
20247046,Single,570
20243118,Single,571
20243173,Multiple,572
20243199,Single,573
20244003,Single,574
20241298,Single,575
20242112,Multiple,576
20243092,Multiple,577
20243042,Multiple,578
20243221,Multiple,579
20244005,Multiple,580
20243178,Multiple,581
20245074,Single,582
20242196,Single,583
20244050,Multiple,584
20241208,Multiple,585
20242259,Single,586
20242212,Multiple,587
20244045,Single,588
20243019,Multiple,589
20241036,Multiple,590
20242226,Single,591
20247007,Single,592
20243074,Multiple,593
20241003,Single,594
20241277,Single,595
20241249,Single,596
20242020,Multiple,597
20242108,Multiple,598
20243120,Multiple,599
20242187,Multiple,600
20245075,Single,601
20243116,Multiple,602
20245151,Single,603
20242133,Single,604
20241092,Multiple,605
20245050,Single,606
20245091,Single,607
20242121,Single,608
20245054,Single,609
20243214,Multiple,610
20241118,Single,611
20245096,Single,612
20243157,Single,613
20241190,Multiple,614
20241097,Single,615
20242265,Multiple,616
20241250,Multiple,617
20242200,Multiple,618
20242178,Multiple,619
20242234,Single,620
20242048,Single,621
20245007,Multiple,622
20245126,Single,623
20242003,Single,624
20243061,Single,625
20243252,Single,626
20242162,Single,627
20244071,Multiple,628
20241047,Single,629
20241205,Single,630
20241024,Multiple,631
20242096,Single,632
20242240,Multiple,633
20243139,Single,634
20243075,Single,635
20244051,Multiple,636
20241070,Single,637
20244079,Single,638
20243051,Multiple,639
20242237,Single,640
20243148,Multiple,641
20242157,Single,642
20244022,Single,643
20241142,Single,644
20241124,Multiple,645
20241010,Multiple,646
20241252,Single,647
20245009,Single,648
20243155,Single,649
20243163,Single,650
20247027,Multiple,651
20247042,Single,652
20247020,Single,653
20245142,Single,654
20243269,Single,655
20245121,Multiple,656
20245081,Single,657
20242166,Single,658
20243056,Multiple,659
20243049,Single,660
20243103,Single,661
20242233,Single,662
20243014,Single,663
20241198,Multiple,664
20242249,Single,665
20243154,Multiple,666
20241100,Single,667
20241074,Multiple,668
20243263,Multiple,669
20242016,Single,670
20244017,Single,671
20244009,Single,672
20242085,Multiple,673
20244012,Single,674
20243205,Multiple,675
20241035,Single,676
20241161,Single,677
20245023,Multiple,678
20241062,Multiple,679
20243119,Multiple,680
20245059,Single,681
20241155,Single,682
20243152,Single,683
20247030,Single,684
20247013,Single,685
20241039,Multiple,686
20243053,Single,687
20242154,Single,688
20243215,Multiple,689
20243026,Multiple,690
20241050,Multiple,691
20243271,Multiple,692
20243236,Multiple,693
20241133,Single,694
20248008,Multiple,695
20244037,Single,696
20242143,Multiple,697
20241273,Single,698
20242067,Multiple,699
20242214,Single,700
20245158,Single,701
20243238,Single,702
20242011,Single,703
20241180,Multiple,704
20241059,Multiple,705
20241021,Multiple,706
20242254,Single,707
20245138,Single,708
20245157,Single,709
20241245,Single,710
20243256,Multiple,711
20243126,Multiple,712
20244082,Multiple,713
20241108,Single,714
20245040,Single,715
20242137,Multiple,716
20241005,Single,717
20241051,Single,718
20243128,Single,719
20242109,Single,720
20241116,Single,721
20247023,Single,722
20242097,Single,723
20245149,Single,724
20243226,Multiple,725
20246008,Multiple,726
20242092,Multiple,727
20242125,Multiple,728
20245120,Single,729
20244077,Multiple,730
20242066,Single,731
20242049,Single,732
20243265,Single,733
20243122,Single,734
20245067,Single,735
20243151,Multiple,736
20241283,Multiple,737
20242262,Multiple,738
20247041,Multiple,739
20242100,Multiple,740
20247018,Single,741
20242211,Multiple,742
20245135,Single,743
20245084,Single,744
20241168,Multiple,745
20245127,Single,746
20241162,Multiple,747
20241073,Single,748
20243097,Multiple,749
20248009,Multiple,750
20242182,Multiple,751
20243123,Single,752
20242044,Single,753
20242149,Multiple,754
20243237,Multiple,755
20241120,Multiple,756
20242266,Single,757
20245155,Single,758
20241048,Single,759
20247040,Single,760
20243023,Multiple,761
20243137,Multiple,762
20241200,Single,763
20242106,Single,764
20242151,Multiple,765
20242223,Multiple,766
20241259,Multiple,767
20241264,Single,768
20245123,Single,769
20243086,Multiple,770
20242215,Multiple,771
20245021,Single,772
20246012,Multiple,773
20244068,Multiple,774
20245144,Single,775
20241296,Multiple,776
20241006,Multiple,777
20241258,Single,778
20241290,Single,779
20241056,Single,780
20242014,Single,781
20241251,Single,782
20245042,Single,783
20243076,Multiple,784
20243162,Single,785
20245071,Single,786
20242027,Multiple,787
20243029,Multiple,788
20242179,Multiple,789
20244080,Single,790
20242241,Multiple,791
20244047,Multiple,792
20241041,Multiple,793
20241165,Single,794
20242077,Single,795
20242078,Multiple,796
20245038,Single,797
20242017,Single,798
20247015,Single,799
20245114,Single,800
20243223,Single,801
20245055,Single,802
20241271,Multiple,803
20242217,Multiple,804
20242245,Single,805
20241170,Multiple,806
20242199,Single,807
20241177,Multiple,808
20245113,Single,809
20246015,Single,810
20242165,Multiple,811
20241011,Single,812
20243260,Single,813
20241083,Multiple,814
20246006,Multiple,815
20245129,Single,816
20244058,Single,817
20243218,Multiple,818
20241089,Single,819
20243146,Single,820
20241295,Multiple,821
20243264,Single,822
20241281,Multiple,823
20241136,Multiple,824
20241076,Single,825
20244073,Multiple,826
20242094,Single,827
20245090,Single,828
20241058,Single,829
20241019,Single,830
20241275,Single,831
20243222,Multiple,832
20241065,Multiple,833
20243094,Multiple,834
20243145,Single,835
20241305,Single,836
20242146,Multiple,837
20241231,Single,838
20241145,Multiple,839
20241228,Single,840
20243030,Multiple,841
20243034,Single,842
20245073,Single,843
20242058,Multiple,844
20241085,Single,845
20243091,Multiple,846
20247003,Single,847
20243184,Multiple,848
20242104,Single,849
20248004,Single,850
20242101,Multiple,851
20245153,Single,852
20243195,Single,853
20243055,Multiple,854
20245077,Single,855
20241212,Single,856
20241241,Single,857
20243071,Single,858
20241171,Single,859
20243193,Multiple,860
20244011,Multiple,861
20242225,Multiple,862
20242160,Single,863
20245036,Single,864
20245057,Single,865
20241183,Single,866
20245131,Single,867
20241025,Multiple,868
20241079,Multiple,869
20246010,Single,870
20245094,Single,871
20242235,Multiple,872
20242113,Multiple,873
20241148,Single,874
20242025,Multiple,875
20241262,Single,876
20241172,Single,877
20242192,Multiple,878
20241014,Single,879
20242191,Multiple,880
20243189,Multiple,881
20244033,Single,882
20245047,Single,883
20241206,Multiple,884
20243069,Multiple,885
20243188,Single,886
20241130,Multiple,887
20247012,Multiple,888
20241178,Single,889
20248011,Single,890
20245097,Single,891
20241043,Single,892
20244054,Multiple,893
20243032,Multiple,894
20243232,Multiple,895
20244015,Single,896
20243112,Multiple,897
20243253,Single,898
20246028,Single,899
20242244,Single,900
20244006,Single,901
20247016,Single,902
20241146,Multiple,903
20241154,Single,904
20242009,Single,905
20241217,Single,906
20242030,Single,907
20243025,Multiple,908
20245159,Single,909
20242168,Single,910
20246021,Single,911
20245167,Single,912
20241238,Single,913
20241158,Single,914
20243228,Single,915
20242210,Single,916
20242253,Single,917
20245048,Single,918
20245032,Single,919
20242256,Multiple,920
20241289,Single,921
20243045,Multiple,922
20242028,Single,923
20243054,Single,924
20241187,Multiple,925
20245035,Single,926
20245108,Single,927
20246007,Single,928
20241126,Multiple,929
20244049,Single,930
20242021,Single,931
20242045,Multiple,932
20243101,Single,933
20242206,Single,934
20242117,Single,935
20245072,Single,936
20241226,Multiple,937
20242079,Single,938
20245046,Single,939
20241156,Single,940
20243093,Multiple,941
20243125,Single,942
20243134,Single,943
20242239,Multiple,944
20241232,Single,945
20241061,Single,946
20245025,Single,947
20247021,Single,948
20244056,Single,949
20242039,Single,950
20241182,Multiple,951
20241044,Multiple,952
20245154,Single,953
20242131,Single,954
20244031,Multiple,955
20247044,Single,956
20242059,Multiple,957
20245118,Single,958
20245022,Single,959
20242033,Single,960
20243033,Multiple,961
20241207,Single,962
20242159,Multiple,963
20243177,Single,964
20243241,Single,965
20245128,Single,966
20243132,Single,967
20245003,Multiple,968
20245020,Single,969
20243159,Single,970
20243028,Single,971
20242072,Single,972
20243105,Multiple,973
20245168,Single,974
20242258,Multiple,975
20241007,Single,976
20247037,Single,977
20245095,Multiple,978
20241227,Single,979
20242185,Single,980
20243130,Single,981
20242065,Multiple,982
20243259,Multiple,983
20244052,Single,984
20242247,Single,985
20241093,Single,986
20241276,Single,987
20247014,Single,988
20242208,Single,989
20241157,Multiple,990
20244065,Multiple,991
20242054,Multiple,992
20242221,Multiple,993
20242197,Single,994
20241075,Multiple,995
20241279,Single,996
20243095,Single,997
20243272,Single,998
20243027,Single,999
20248001,Multiple,1000
20245089,Single,1001
20242228,Multiple,1002
20242105,Single,1003
20241069,Single,1004
20244074,Multiple,1005
20244008,Multiple,1006
20243100,Multiple,1007
20241122,Multiple,1008
20244064,Single,1009
20243138,Multiple,1010
20241141,Multiple,1011
20241244,Multiple,1012
20242236,Single,1013
20242195,Single,1014
20245026,Single,1015
20245122,Single,1016
20242010,Single,1017
20242205,Single,1018
20244002,Single,1019
20242041,Multiple,1020
20242084,Single,1021
20243230,Single,1022
20241114,Multiple,1023
20243068,Multiple,1024
20243099,Single,1025
20242145,Multiple,1026
20243062,Multiple,1027
20244048,Multiple,1028
20241112,Multiple,1029
20243047,Multiple,1030
20245109,Single,1031
20242198,Multiple,1032
20243202,Single,1033
20244029,Single,1034
20241185,Single,1035
20242153,Single,1036
20243257,Single,1037
20243149,Multiple,1038
20242202,Single,1039
20243245,Single,1040
20244004,Multiple,1041
20241123,Single,1042
20242222,Single,1043
20242248,Multiple,1044
20245146,Single,1045
20245082,Single,1046
20242267,Single,1047
20241213,Multiple,1048
20242220,Multiple,1049
20242036,Multiple,1050
20242047,Single,1051
20243270,Single,1052
20241121,Single,1053
20243016,Multiple,1054
20241038,Single,1055
20243200,Multiple,1056
20243039,Single,1057
20245137,Single,1058
20242246,Single,1059
20242063,Single,1060
20243180,Single,1061
20247005,Single,1062
20241297,Single,1063
20247001,Single,1064
20243059,Multiple,1065
20242242,Single,1066
20245139,Single,1067
20242091,Multiple,1068
20243077,Single,1069
20244038,Single,1070
20243136,Multiple,1071
20243229,Multiple,1072
20243211,Single,1073
20245017,Single,1074
20241270,Single,1075
20241225,Multiple,1076
20241084,Multiple,1077
20247047,Single,1078
20243050,Multiple,1079
20243216,Multiple,1080
20245027,Single,1081
20242190,Multiple,1082
20243115,Single,1083
20245049,Single,1084
20242116,Multiple,1085
20241129,Multiple,1086
20244076,Single,1087
20243141,Multiple,1088
20241095,Single,1089
20247051,Single,1090
20242082,Multiple,1091
20241090,Multiple,1092
20241113,Single,1093
20243258,Single,1094
20244053,Multiple,1095
20241064,Multiple,1096
20243175,Multiple,1097
20247048,Single,1098
20243183,Multiple,1099
20241049,Single,1100
20245079,Single,1101
20245115,Single,1102
20241242,Multiple,1103
20241144,Single,1104
20243262,Multiple,1105
20241001,Multiple,1106
20242231,Multiple,1107
20241018,Multiple,1108
20241105,Single,1109
20241282,Single,1110
20243204,Multiple,1111
20243224,Single,1112
20247032,Single,1113
20243179,Single,1114
20247033,Single,1115
20241192,Single,1116
20241026,Single,1117
20241067,Multiple,1118
20242001,Single,1119
20245163,Single,1120
20243013,Single,1121
20241191,Multiple,1122
20242031,Multiple,1123
20241117,Multiple,1124
20246020,Single,1125
20241012,Single,1126
20245060,Single,1127
20242263,Single,1128
20242038,Multiple,1129
20246005,Single,1130
20247008,Single,1131
20243140,Single,1132
20244030,Single,1133
20242061,Single,1134
20244036,Single,1135
20242134,Single,1136
20245033,Single,1137
20243060,Single,1138
20242002,Single,1139
20243166,Single,1140
20243057,Single,1141
20242203,Single,1142
20241214,Multiple,1143
20243196,Single,1144
20242083,Single,1145
20241272,Multiple,1146
20243244,Single,1147
20241104,Multiple,1148
20243182,Multiple,1149
20242180,Multiple,1150
20242126,Single,1151
20245034,Single,1152
20241023,Multiple,1153
20243065,Single,1154
20243083,Single,1155
20245099,Single,1156
20244070,Multiple,1157
20242216,Multiple,1158
20243048,Multiple,1159
20241280,Multiple,1160
20242118,Single,1161
20241193,Multiple,1162
20245066,Single,1163
20245104,Single,1164
20242150,Single,1165
20241239,Single,1166
20245029,Single,1167
20242111,Multiple,1168
20245106,Single,1169
20245024,Single,1170
20243255,Single,1171
20241033,Single,1172
20241288,Single,1173
20243012,Multiple,1174
20241164,Single,1175
20243250,Single,1176
20242076,Single,1177
20241099,Single,1178
20243052,Multiple,1179
20245087,Single,1180
20241015,Multiple,1181
20245156,Single,1182
20243219,Multiple,1183
20241184,Single,1184
20241284,Multiple,1185
20242218,Multiple,1186
20241008,Single,1187
20245101,Single,1188
20244075,Single,1189
20242147,Multiple,1190
20248010,Multiple,1191
20234108,Single,1192
20234099,Single,1193
20233145,Multiple,1194
20236026,Multiple,1195
20233259,Single,1196
20235048,Single,1197
20236028,Single,1198
20231088,Multiple,1199
20231189,Multiple,1200
20232156,Single,1201
20231103,Multiple,1202
20233100,Single,1203
20232192,Multiple,1204
20233056,Single,1205
20233122,Multiple,1206
20237016,Single,1207
20231091,Multiple,1208
20235044,Multiple,1209
20232211,Single,1210
20231104,Single,1211
20231155,Single,1212
20232098,Multiple,1213
20232128,Multiple,1214
20233085,Single,1215
20234027,Multiple,1216
20232061,Multiple,1217
20235002,Single,1218
20235116,Single,1219
20234033,Single,1220
20232044,Multiple,1221
20235101,Multiple,1222
20232250,Single,1223
20233231,Single,1224
20232112,Single,1225
20231020,Single,1226
20231115,Single,1227
20235035,Single,1228
20231038,Single,1229
20231108,Multiple,1230
20231281,Single,1231
20235123,Single,1232
20233078,Single,1233
20235146,Single,1234
20231261,Single,1235
20233258,Multiple,1236
20236009,Multiple,1237
20232237,Multiple,1238
20232188,Single,1239
20233165,Multiple,1240
20235097,Multiple,1241
20231098,Single,1242
20233156,Multiple,1243
20234029,Single,1244
20231102,Single,1245
20231198,Multiple,1246
20231129,Multiple,1247
20237011,Single,1248
20231231,Single,1249
20232012,Multiple,1250
20233120,Single,1251
20232196,Single,1252
20234053,Multiple,1253
20232240,Single,1254
20231095,Multiple,1255
20235121,Single,1256
20232119,Single,1257
20235003,Single,1258
20232243,Multiple,1259
20234042,Single,1260
20235036,Multiple,1261
20232067,Single,1262
20234079,Multiple,1263
20231023,Single,1264
20233221,Single,1265
20233081,Single,1266
20231076,Single,1267
20232045,Multiple,1268
20236006,Multiple,1269
20234061,Single,1270
20232201,Multiple,1271
20236025,Multiple,1272
20233189,Single,1273
20233111,Single,1274
20232097,Single,1275
20237022,Single,1276
20233036,Multiple,1277
20231250,Single,1278
20232174,Single,1279
20233228,Multiple,1280
20234084,Multiple,1281
20235134,Single,1282
20232009,Single,1283
20231145,Single,1284
20231056,Single,1285
20232115,Multiple,1286
20233012,Single,1287
20232018,Multiple,1288
20233200,Single,1289
20233110,Single,1290
20233154,Multiple,1291
20235090,Single,1292
20231223,Single,1293
20234067,Multiple,1294
20231182,Single,1295
20238004,Multiple,1296
20231173,Single,1297
20233155,Single,1298
20233161,Single,1299
20235135,Single,1300
20234020,Single,1301
20231052,Multiple,1302
20231296,Multiple,1303
20231143,Single,1304
20232169,Single,1305
20234021,Multiple,1306
20231302,Single,1307
20232104,Multiple,1308
20235034,Single,1309
20231285,Multiple,1310
20231178,Multiple,1311
20237010,Single,1312
20234031,Single,1313
20237013,Multiple,1314
20232219,Single,1315
20233136,Single,1316
20233051,Multiple,1317
20231229,Single,1318
20233176,Single,1319
20235124,Single,1320
20234068,Single,1321
20231044,Single,1322
20235105,Single,1323
20231190,Single,1324
20232059,Single,1325
20236012,Single,1326
20233205,Single,1327
20233074,Single,1328
20233050,Single,1329
20231045,Single,1330
20232016,Single,1331
20232021,Single,1332
20231205,Single,1333
20234025,Multiple,1334
20232203,Multiple,1335
20231119,Single,1336
20232227,Single,1337
20231272,Single,1338
20232183,Multiple,1339
20235050,Single,1340
20233139,Single,1341
20232088,Single,1342
20232062,Single,1343
20233043,Single,1344
20232130,Multiple,1345
20235108,Single,1346
20231256,Single,1347
20237018,Multiple,1348
20235082,Single,1349
20232144,Single,1350
20234018,Single,1351
20231278,Multiple,1352
20233008,Single,1353
20233138,Single,1354
20234063,Multiple,1355
20232095,Multiple,1356
20232184,Single,1357
20233069,Single,1358
20232037,Single,1359
20234017,Multiple,1360
20232137,Single,1361
20232027,Multiple,1362
20231029,Multiple,1363
20235013,Single,1364
20231111,Multiple,1365
20232198,Multiple,1366
20234034,Single,1367
20231160,Multiple,1368
20233224,Single,1369
20235070,Single,1370
20231139,Multiple,1371
20231303,Single,1372
20231283,Single,1373
20231141,Single,1374
20231206,Multiple,1375
20235089,Single,1376
20235001,Single,1377
20233017,Single,1378
20235110,Single,1379
20231175,Single,1380
20232110,Multiple,1381
20233073,Multiple,1382
20233114,Multiple,1383
20231064,Single,1384
20233032,Multiple,1385
20232241,Multiple,1386
